Start(sec),Duration(nsec),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem,DymSMem,Bytes,Thru(MB/s),SrcMemKd,DstMemKd,Device,Ctx,Strm,Name
4.540888,2336,216,,,,,,,,,,1152,493.151,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.541119,1728,227,,,,,,,,,,128,74.074,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.541207,9248,238,,,,,,,,,,73728,7972.318,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.541268,1728,249,,,,,,,,,,256,148.148,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.542006,874174,262,,,,,,,,,,4718592,5397.772,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.542998,1728,273,,,,,,,,,,512,296.296,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.543059,2240,284,,,,,,,,,,5120,2285.714,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.543110,1696,295,,,,,,,,,,40,23.585,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.631909,22464,330,,,,,,,,,,200704,8934.473,Pinned,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.632006,1728,341,,,,,,,,,,512,296.296,Pinned,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.637361,4096,383,,,,,,,,,,15360,3750.000,Device,,Tesla V100-SXM2-16GB (0),1,21,[CUDA memset]
4.637379,3680,385,,,,,,,,,,15360,4173.913,Device,,Tesla V100-SXM2-16GB (0),1,22,[CUDA memset]
4.637393,3680,387,,,,,,,,,,15360,4173.913,Device,,Tesla V100-SXM2-16GB (0),1,23,[CUDA memset]
4.637417,3712,389,,,,,,,,,,15360,4137.931,Device,,Tesla V100-SXM2-16GB (0),1,24,[CUDA memset]
4.638198,1696,423,,,,,,,,,,112,66.038,Pageable,Device,Tesla V100-SXM2-16GB (0),1,7,[CUDA memcpy HtoD]
4.641548,44384,564,1352,1,1,8,8,1,63,2304,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void cudnn::detail::implicit_convolve_sgemm<float, float, 1024, 5, 5, 3, 3, 3, 1, true, false, true>(int, int, int, float const*, int, float*, float*, kernel_conv_params, int, float, float, int, float*, float*, int, int)"
4.642156,15232,570,5408,1,1,128,1,1,16,0,0,,,,,Tesla V100-SXM2-16GB (0),1,7,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > const&)::{lambda(int)#1})"
